category	evidence	address	type	mangled	demangled
ipc-server	D2	0010000000faa408	s	OBJC_IVAR_$__TtC11ComputerUse24ComputerUseIPCXPCSession.server	OBJC_IVAR_$_ComputerUse.ComputerUseIPCXPCSession with unmangled suffix ".server"
ipc-server	D2	0010000000faa410	s	OBJC_IVAR_$__TtC11ComputerUse24ComputerUseIPCXPCSession.senderContext	OBJC_IVAR_$_ComputerUse.ComputerUseIPCXPCSession with unmangled suffix ".senderContext"
ipc-server	D2	0010000000faa418	s	OBJC_IVAR_$__TtC11ComputerUse24ComputerUseIPCXPCSession.onInvalidation	OBJC_IVAR_$_ComputerUse.ComputerUseIPCXPCSession with unmangled suffix ".onInvalidation"
lock-screen	D1	000000010000b5c4	T	$s11ComputerUse29LockScreenGuardianCoordinatorC24setConnectionLossHandleryyyyYbScMYccF	ComputerUse.LockScreenGuardianCoordinator.setConnectionLossHandler(@Swift.MainActor @Sendable () -> ()) -> ()
lock-screen	D2	000000010000d240	T	$s11ComputerUse31LockScreenAutoUnlockCoordinatorC16suppressionState33_40E26854AEC31D7E42E5CF920A9CCEC9LLAC011SuppressionI0AELLOvpfi	variable initialization expression of ComputerUse.LockScreenAutoUnlockCoordinator.(suppressionState in _40E26854AEC31D7E42E5CF920A9CCEC9) : ComputerUse.LockScreenAutoUnlockCoordinator.(SuppressionState in _40E26854AEC31D7E42E5CF920A9CCEC9)
lock-screen	D1	0000000100012d90	t	-[_TtC18Codex_Computer_UseP33_A4D9FA77DAD939F6643E12CC29B177B243CUALockScreenGuardianClientCallbackReceiver lockScreenGuardianDetectedPhysicalInput]	-[Codex_Computer_Use.(CUALockScreenGuardianClientCallbackReceiver in _A4D9FA77DAD939F6643E12CC29B177B2) lockScreenGuardianDetectedPhysicalInput]
lock-screen	D1	0000000100012e18	t	-[_TtC18Codex_Computer_UseP33_A4D9FA77DAD939F6643E12CC29B177B243CUALockScreenGuardianClientCallbackReceiver init]	-[Codex_Computer_Use.(CUALockScreenGuardianClientCallbackReceiver in _A4D9FA77DAD939F6643E12CC29B177B2) init]
lock-screen	D1	00000001000131b0	t	-[_TtC18Codex_Computer_UseP33_A4D9FA77DAD939F6643E12CC29B177B243CUALockScreenGuardianClientCallbackReceiver .cxx_destruct]	-[Codex_Computer_Use.(CUALockScreenGuardianClientCallbackReceiver in _A4D9FA77DAD939F6643E12CC29B177B2) .cxx_destruct]
lock-screen	D2	000000010004f3a4	T	$s11ComputerUse23SystemLockScreenMonitorC02onD12StateChanged33_90576DB4181ED9777FFF93EBE973C311LLySbYbScMYccSgvpfi	variable initialization expression of ComputerUse.SystemLockScreenMonitor.(onLockStateChanged in _90576DB4181ED9777FFF93EBE973C311) : (@Swift.MainActor @Sendable (Swift.Bool) -> ())?
lock-screen	D2	000000010004f420	T	$s11ComputerUse29LockScreenGuardianCoordinatorC21autoUnlockedThreadIDs33_84CB56736917A0E476E98A7BCD7155FCLLShySSGvpfi	variable initialization expression of ComputerUse.LockScreenGuardianCoordinator.(autoUnlockedThreadIDs in _84CB56736917A0E476E98A7BCD7155FC) : Swift.Set<Swift.String>
lock-screen	D2	000000010004f518	T	$s11ComputerUse29LockScreenGuardianCoordinatorC30relockOverlaySettleObservation33_84CB56736917A0E476E98A7BCD7155FCLL7Combine14AnyCancellableCSgvpfi	variable initialization expression of ComputerUse.LockScreenGuardianCoordinator.(relockOverlaySettleObservation in _84CB56736917A0E476E98A7BCD7155FC) : Combine.AnyCancellable?
lock-screen	D2	000000010004f91c	T	$s11ComputerUse23SystemLockScreenMonitorC9observers33_90576DB4181ED9777FFF93EBE973C311LLSaySo8NSObject_pGvpfi	variable initialization expression of ComputerUse.SystemLockScreenMonitor.(observers in _90576DB4181ED9777FFF93EBE973C311) : [__C.NSObject]
lock-screen	D2	000000010004f9a4	T	$s11ComputerUse23SystemLockScreenMonitorC13previousState33_90576DB4181ED9777FFF93EBE973C311LLSbSgvpfi	variable initialization expression of ComputerUse.SystemLockScreenMonitor.(previousState in _90576DB4181ED9777FFF93EBE973C311) : Swift.Bool?
lock-screen	D2	000000010004fb44	T	$s11ComputerUse35LockScreenLoginAuthorizationAttemptC10resolution022_AB0ECDBAC62ED897F9DE0L9BB8D0356CLLAC10ResolutionOSgvpfi	variable initialization expression of ComputerUse.LockScreenLoginAuthorizationAttempt.(resolution in _AB0ECDBAC62ED897F9DE0F9BB8D0356C) : ComputerUse.LockScreenLoginAuthorizationAttempt.Resolution?
lock-screen	D2	0000000100052674	T	$s11ComputerUse40LockScreenLoginAuthorizationSocketServerC08listenerG033_A9BECBC8AD3A2B033E5E514A1E3650D9LLs5Int32VSgvpfi	variable initialization expression of ComputerUse.LockScreenLoginAuthorizationSocketServer.(listenerSocket in _A9BECBC8AD3A2B033E5E514A1E3650D9) : Swift.Int32?
lock-screen	D1	000000010016f5b0	T	$s11ComputerUse31LockScreenAutoUnlockCoordinatorC02iseF7Enabled04lockD10Controller0jD7Monitor16overlayPresenter013physicalInputL00jD8Guardian27maxAttemptsPerLockedEpisodeACSbyc_AA0cdK0_pAA0cdL0_pAA0cd7OverlayN0_pAA0cd8PhysicalpL0_pAA0cdQ0_pSgSitcfC	ComputerUse.LockScreenAutoUnlockCoordinator.__allocating_init(isAutoUnlockEnabled: () -> Swift.Bool, lockScreenController: ComputerUse.LockScreenController, lockScreenMonitor: ComputerUse.LockScreenMonitor, overlayPresenter: ComputerUse.LockScreenOverlayPresenter, physicalInputMonitor: ComputerUse.LockScreenPhysicalInputMonitor, lockScreenGuardian: ComputerUse.LockScreenGuardian?, maxAttemptsPerLockedEpisode: Swift.Int) -> ComputerUse.LockScreenAutoUnlockCoordinator
lock-screen	D1	000000010016f8b8	T	$s11ComputerUse31LockScreenAutoUnlockCoordinatorC02iseF7Enabled04lockD10Controller0jD7Monitor16overlayPresenter013physicalInputL00jD8Guardian27maxAttemptsPerLockedEpisodeACSbyc_AA0cdK0_pAA0cdL0_pAA0cd7OverlayN0_pAA0cd8PhysicalpL0_pAA0cdQ0_pSgSitcfc	ComputerUse.LockScreenAutoUnlockCoordinator.init(isAutoUnlockEnabled: () -> Swift.Bool, lockScreenController: ComputerUse.LockScreenController, lockScreenMonitor: ComputerUse.LockScreenMonitor, overlayPresenter: ComputerUse.LockScreenOverlayPresenter, physicalInputMonitor: ComputerUse.LockScreenPhysicalInputMonitor, lockScreenGuardian: ComputerUse.LockScreenGuardian?, maxAttemptsPerLockedEpisode: Swift.Int) -> ComputerUse.LockScreenAutoUnlockCoordinator
lock-screen	D1	000000010016fbf4	T	$s11ComputerUse31LockScreenAutoUnlockCoordinatorC29handlePhysicalUserInteractionyyF	ComputerUse.LockScreenAutoUnlockCoordinator.handlePhysicalUserInteraction() -> ()
lock-screen	D1	0000000100170088	T	$s11ComputerUse31LockScreenAutoUnlockCoordinatorC17prepareForRequest8threadIDySSSg_tYaKF	ComputerUse.LockScreenAutoUnlockCoordinator.prepareForRequest(threadID: Swift.String?) async throws -> ()
lock-screen	D1	00000001001715a0	T	$s11ComputerUse31LockScreenAutoUnlockCoordinatorC14codexTurnEnded8threadIDySS_tF	ComputerUse.LockScreenAutoUnlockCoordinator.codexTurnEnded(threadID: Swift.String) -> ()
lock-screen	D1	0000000100173084	T	$s11ComputerUse29LockScreenGuardianCoordinatorC04lockD10Controller0gD7Monitor16overlayPresenter013physicalInputI0AcA0cdH0_p_AA0cdI0_pAA0cd7OverlayK0_pAA0cd8PhysicalmI0_ptcfC	ComputerUse.LockScreenGuardianCoordinator.__allocating_init(lockScreenController: ComputerUse.LockScreenController, lockScreenMonitor: ComputerUse.LockScreenMonitor, overlayPresenter: ComputerUse.LockScreenOverlayPresenter, physicalInputMonitor: ComputerUse.LockScreenPhysicalInputMonitor) -> ComputerUse.LockScreenGuardianCoordinator
lock-screen	D1	00000001001731a0	T	$s11ComputerUse29LockScreenGuardianCoordinatorC04lockD10Controller0gD7Monitor16overlayPresenter013physicalInputI0AcA0cdH0_p_AA0cdI0_pAA0cd7OverlayK0_pAA0cd8PhysicalmI0_ptcfc	ComputerUse.LockScreenGuardianCoordinator.init(lockScreenController: ComputerUse.LockScreenController, lockScreenMonitor: ComputerUse.LockScreenMonitor, overlayPresenter: ComputerUse.LockScreenOverlayPresenter, physicalInputMonitor: ComputerUse.LockScreenPhysicalInputMonitor) -> ComputerUse.LockScreenGuardianCoordinator
lock-screen	D1	0000000100173390	T	$s11ComputerUse29LockScreenGuardianCoordinatorC23setPhysicalInputHandleryyyyYbScMYccF	ComputerUse.LockScreenGuardianCoordinator.setPhysicalInputHandler(@Swift.MainActor @Sendable () -> ()) -> ()
lock-screen	D1	00000001001733c0	T	$s11ComputerUse29LockScreenGuardianCoordinatorC36setPendingUnlockPhysicalInputHandleryyyyYbScMYccF	ComputerUse.LockScreenGuardianCoordinator.setPendingUnlockPhysicalInputHandler(@Swift.MainActor @Sendable () -> ()) -> ()
lock-screen	D1	00000001001733f0	T	$s11ComputerUse29LockScreenGuardianCoordinatorC15withUnlockGuard8threadID7performSbSS_SbyYaYbKScMYcctYaKF	ComputerUse.LockScreenGuardianCoordinator.withUnlockGuard(threadID: Swift.String, perform: @Swift.MainActor @Sendable () async throws -> Swift.Bool) async throws -> Swift.Bool
lock-screen	D1	00000001001736e4	T	$s11ComputerUse29LockScreenGuardianCoordinatorC16beginUnlockGuard8threadIDySS_tYaKF	ComputerUse.LockScreenGuardianCoordinator.beginUnlockGuard(threadID: Swift.String) async throws -> ()
lock-screen	D1	00000001001739b4	T	$s11ComputerUse29LockScreenGuardianCoordinatorC19completeUnlockGuard8threadID03didH0ySS_SbtF	ComputerUse.LockScreenGuardianCoordinator.completeUnlockGuard(threadID: Swift.String, didUnlock: Swift.Bool) -> ()
lock-screen	D1	0000000100173ecc	T	$s11ComputerUse29LockScreenGuardianCoordinatorC23retainAutoUnlockedLease8threadIDySS_tF	ComputerUse.LockScreenGuardianCoordinator.retainAutoUnlockedLease(threadID: Swift.String) -> ()
lock-screen	D1	0000000100174054	T	$s11ComputerUse29LockScreenGuardianCoordinatorC24releaseAutoUnlockedLease8threadIDySS_tF	ComputerUse.LockScreenGuardianCoordinator.releaseAutoUnlockedLease(threadID: Swift.String) -> ()
lock-screen	D1	0000000100174468	T	$s11ComputerUse29LockScreenGuardianCoordinatorC28serviceConnectionInvalidated18onCleanupCompletedyyyScMYccSg_tF	ComputerUse.LockScreenGuardianCoordinator.serviceConnectionInvalidated(onCleanupCompleted: (@Swift.MainActor () -> ())?) -> ()
lock-screen	D1	000000010017502c	T	$s11ComputerUse35LockScreenLoginAuthorizationAttemptC6revokeyyF	ComputerUse.LockScreenLoginAuthorizationAttempt.revoke() -> ()
lock-screen	D1	00000001001752b4	T	$s11ComputerUse35LockScreenLoginAuthorizationAttemptC17waitForResolution7timeoutAC0J0Os8DurationV_tYaF	ComputerUse.LockScreenLoginAuthorizationAttempt.waitForResolution(timeout: Swift.Duration) async -> ComputerUse.LockScreenLoginAuthorizationAttempt.Resolution
lock-screen	D1	0000000100175d64	T	$s11ComputerUse34LockScreenLoginAuthorizationBrokerCACycfC	ComputerUse.LockScreenLoginAuthorizationBroker.__allocating_init() -> ComputerUse.LockScreenLoginAuthorizationBroker
lock-screen	D1	0000000100175dd8	T	$s11ComputerUse34LockScreenLoginAuthorizationBrokerCACycfc	ComputerUse.LockScreenLoginAuthorizationBroker.init() -> ComputerUse.LockScreenLoginAuthorizationBroker
lock-screen	D1	0000000100175de4	T	$s11ComputerUse34LockScreenLoginAuthorizationBrokerC05begineF7AttemptAA0cdefI0CyF	ComputerUse.LockScreenLoginAuthorizationBroker.beginLoginAuthorizationAttempt() -> ComputerUse.LockScreenLoginAuthorizationAttempt
lock-screen	D1	0000000100175f88	T	$s11ComputerUse34LockScreenLoginAuthorizationBrokerC014consumePendingeF7AttemptSbyF	ComputerUse.LockScreenLoginAuthorizationBroker.consumePendingLoginAuthorizationAttempt() -> Swift.Bool
lock-screen	D1	00000001001764cc	T	$s11ComputerUse40LockScreenLoginAuthorizationSocketServerC10socketPath05loginF13BrokerFactoryACSS_AA0cdeF8Approver_pyScMYcctcfC	ComputerUse.LockScreenLoginAuthorizationSocketServer.__allocating_init(socketPath: Swift.String, loginAuthorizationBrokerFactory: @Swift.MainActor () -> ComputerUse.LockScreenLoginAuthorizationApprover) -> ComputerUse.LockScreenLoginAuthorizationSocketServer
lock-screen	D1	000000010017654c	T	$s11ComputerUse40LockScreenLoginAuthorizationSocketServerC10socketPath05loginF13BrokerFactoryACSS_AA0cdeF8Approver_pyScMYcctcfc	ComputerUse.LockScreenLoginAuthorizationSocketServer.init(socketPath: Swift.String, loginAuthorizationBrokerFactory: @Swift.MainActor () -> ComputerUse.LockScreenLoginAuthorizationApprover) -> ComputerUse.LockScreenLoginAuthorizationSocketServer
lock-screen	D1	00000001001765a4	T	$s11ComputerUse40LockScreenLoginAuthorizationSocketServerC5startyyKF	ComputerUse.LockScreenLoginAuthorizationSocketServer.start() throws -> ()
lock-screen	D1	00000001001772ec	T	$s11ComputerUse40LockScreenLoginAuthorizationSocketServerC4stopyyF	ComputerUse.LockScreenLoginAuthorizationSocketServer.stop() -> ()
lock-screen	D1	00000001001a7c78	T	$s11ComputerUse26SystemLockScreenControllerC7timeout12pollInterval11submitDelay012verificationK031loginAuthorizationBrokerFactoryACs8DurationV_A3jA0de5LoginN8Approver_pyScMYcctcfC	ComputerUse.SystemLockScreenController.__allocating_init(timeout: Swift.Duration, pollInterval: Swift.Duration, submitDelay: Swift.Duration, verificationDelay: Swift.Duration, loginAuthorizationBrokerFactory: @Swift.MainActor () -> ComputerUse.LockScreenLoginAuthorizationApprover) -> ComputerUse.SystemLockScreenController
lock-screen	D1	00000001001a7d24	T	$s11ComputerUse26SystemLockScreenControllerC7timeout12pollInterval11submitDelay012verificationK031loginAuthorizationBrokerFactoryACs8DurationV_A3jA0de5LoginN8Approver_pyScMYcctcfc	ComputerUse.SystemLockScreenController.init(timeout: Swift.Duration, pollInterval: Swift.Duration, submitDelay: Swift.Duration, verificationDelay: Swift.Duration, loginAuthorizationBrokerFactory: @Swift.MainActor () -> ComputerUse.LockScreenLoginAuthorizationApprover) -> ComputerUse.SystemLockScreenController
lock-screen	D1	00000001001a7da8	T	$s11ComputerUse26SystemLockScreenControllerC6unlockSbyYaKF	ComputerUse.SystemLockScreenController.unlock() async throws -> Swift.Bool
lock-screen	D1	00000001001aacf0	T	$s11ComputerUse26SystemLockScreenControllerC4lockyyF	ComputerUse.SystemLockScreenController.lock() -> ()
lock-screen	D1	00000001001aba90	T	$s11ComputerUse23SystemLockScreenMonitorC17lockUISettleDelay0g10UIFallbackI0ACs8DurationV_AGtcfC	ComputerUse.SystemLockScreenMonitor.__allocating_init(lockUISettleDelay: Swift.Duration, lockUIFallbackDelay: Swift.Duration) -> ComputerUse.SystemLockScreenMonitor
lock-screen	D1	00000001001abc58	T	$s11ComputerUse23SystemLockScreenMonitorC17lockUISettleDelay0g10UIFallbackI0ACs8DurationV_AGtcfc	ComputerUse.SystemLockScreenMonitor.init(lockUISettleDelay: Swift.Duration, lockUIFallbackDelay: Swift.Duration) -> ComputerUse.SystemLockScreenMonitor
lock-screen	D1	00000001001abc80	T	$s11ComputerUse23SystemLockScreenMonitorC5start02onD12StateChangedyySbYbScMYcc_tF	ComputerUse.SystemLockScreenMonitor.start(onLockStateChanged: @Swift.MainActor @Sendable (Swift.Bool) -> ()) -> ()
lock-screen	D1	00000001001ac058	T	$s11ComputerUse23SystemLockScreenMonitorC4stopyyF	ComputerUse.SystemLockScreenMonitor.stop() -> ()
lock-screen	D1	00000001001ac1ac	T	$s11ComputerUse23SystemLockScreenMonitorC07observedE7Settled02onH07Combine14AnyCancellableCyyScMYcc_tF	ComputerUse.SystemLockScreenMonitor.observeLockScreenSettled(onSettled: @Swift.MainActor () -> ()) -> Combine.AnyCancellable
lock-screen	D1	00000001001ad330	T	$s11ComputerUse32SystemLockScreenOverlayPresenterCACycfC	ComputerUse.SystemLockScreenOverlayPresenter.__allocating_init() -> ComputerUse.SystemLockScreenOverlayPresenter
lock-screen	D1	00000001001ad3a8	T	$s11ComputerUse32SystemLockScreenOverlayPresenterCACycfc	ComputerUse.SystemLockScreenOverlayPresenter.init() -> ComputerUse.SystemLockScreenOverlayPresenter
lock-screen	D1	00000001001ad3c4	T	$s11ComputerUse32SystemLockScreenOverlayPresenterC4showyyF	ComputerUse.SystemLockScreenOverlayPresenter.show() -> ()
lock-screen	D1	00000001001ad988	T	$s11ComputerUse32SystemLockScreenOverlayPresenterC4hideyyF	ComputerUse.SystemLockScreenOverlayPresenter.hide() -> ()
lock-screen	D1	00000001001b10d8	T	$s11ComputerUse36SystemLockScreenPhysicalInputMonitorC16currentProcessIDACs5Int32V_tcfC	ComputerUse.SystemLockScreenPhysicalInputMonitor.__allocating_init(currentProcessID: Swift.Int32) -> ComputerUse.SystemLockScreenPhysicalInputMonitor
lock-screen	D1	00000001001b110c	T	$s11ComputerUse36SystemLockScreenPhysicalInputMonitorC16currentProcessIDACs5Int32V_tcfc	ComputerUse.SystemLockScreenPhysicalInputMonitor.init(currentProcessID: Swift.Int32) -> ComputerUse.SystemLockScreenPhysicalInputMonitor
lock-screen	D1	00000001001b111c	T	$s11ComputerUse36SystemLockScreenPhysicalInputMonitorC5start02onfG0yyyScMYcc_tF	ComputerUse.SystemLockScreenPhysicalInputMonitor.start(onPhysicalInput: @Swift.MainActor () -> ()) -> ()
lock-screen	D1	00000001001b1a30	T	$s11ComputerUse36SystemLockScreenPhysicalInputMonitorC4stopyyF	ComputerUse.SystemLockScreenPhysicalInputMonitor.stop() -> ()
lock-screen	D1	0000000100daca40	S	$s11ComputerUse20LockScreenControllerTL	protocol requirements base descriptor for ComputerUse.LockScreenController
lock-screen	D1	0000000100daca7c	S	$s11ComputerUse17LockScreenMonitorTL	protocol requirements base descriptor for ComputerUse.LockScreenMonitor
lock-screen	D1	0000000100dacab8	S	$s11ComputerUse26LockScreenOverlayPresenterTL	protocol requirements base descriptor for ComputerUse.LockScreenOverlayPresenter
lock-screen	D1	0000000100dacaec	S	$s11ComputerUse30LockScreenPhysicalInputMonitorTL	protocol requirements base descriptor for ComputerUse.LockScreenPhysicalInputMonitor
lock-screen	D1	0000000100dacb9c	S	$s11ComputerUse18LockScreenGuardianTL	protocol requirements base descriptor for ComputerUse.LockScreenGuardian
lock-screen	D1	0000000100dacc24	S	$s11ComputerUse36LockScreenLoginAuthorizationApproverTL	protocol requirements base descriptor for ComputerUse.LockScreenLoginAuthorizationApprover
lock-screen	D1	0000000100f0ff78	S	$s11ComputerUse40LockScreenLoginAuthorizationSocketServerC07defaultG13DirectoryPathSSvpZ	static ComputerUse.LockScreenLoginAuthorizationSocketServer.defaultSocketDirectoryPath : Swift.String
lock-screen	D1	0000000100f0ff88	S	$s11ComputerUse40LockScreenLoginAuthorizationSocketServerC07defaultG4PathSSvpZ	static ComputerUse.LockScreenLoginAuthorizationSocketServer.defaultSocketPath : Swift.String
lock-screen	D2	0000000100f9b978	s	OBJC_CLASS_$__TtC18Codex_Computer_UseP33_A4D9FA77DAD939F6643E12CC29B177B243CUALockScreenGuardianClientCallbackReceiver	OBJC_CLASS_$_Codex_Computer_Use.(CUALockScreenGuardianClientCallbackReceiver in _A4D9FA77DAD939F6643E12CC29B177B2)
lock-screen	D2	0000000100fa06e0	d	OBJC_METACLASS_$__TtC18Codex_Computer_Use27CUALockScreenGuardianClient	OBJC_METACLASS_$_Codex_Computer_Use.CUALockScreenGuardianClient
lock-screen	D2	0000000100fa0720	d	OBJC_CLASS_$__TtC18Codex_Computer_Use27CUALockScreenGuardianClient	OBJC_CLASS_$_Codex_Computer_Use.CUALockScreenGuardianClient
lock-screen	D2	0000000100fa07b8	d	OBJC_METACLASS_$__TtC18Codex_Computer_UseP33_A4D9FA77DAD939F6643E12CC29B177B243CUALockScreenGuardianClientCallbackReceiver	OBJC_METACLASS_$_Codex_Computer_Use.(CUALockScreenGuardianClientCallbackReceiver in _A4D9FA77DAD939F6643E12CC29B177B2)
lock-screen	D2	0000000100faba68	d	OBJC_METACLASS_$__TtC11ComputerUse28SystemLockScreenAXInteractor	OBJC_METACLASS_$_ComputerUse.SystemLockScreenAXInteractor
lock-screen	D2	0000000100fabaa8	d	OBJC_CLASS_$__TtC11ComputerUse28SystemLockScreenAXInteractor	OBJC_CLASS_$_ComputerUse.SystemLockScreenAXInteractor
lock-screen	D2	0000000100fabcb0	d	OBJC_METACLASS_$__TtC11ComputerUseP33_90576DB4181ED9777FFF93EBE973C31133SystemLockScreenSettleObservation	OBJC_METACLASS_$_ComputerUse.(SystemLockScreenSettleObservation in _90576DB4181ED9777FFF93EBE973C311)
lock-screen	D2	0000000100fabcf0	d	OBJC_CLASS_$__TtC11ComputerUseP33_90576DB4181ED9777FFF93EBE973C31133SystemLockScreenSettleObservation	OBJC_CLASS_$_ComputerUse.(SystemLockScreenSettleObservation in _90576DB4181ED9777FFF93EBE973C311)
lock-screen	D1	00000001010c47c0	S	$s11ComputerUse34LockScreenLoginAuthorizationBrokerC6sharedACvpZ	static ComputerUse.LockScreenLoginAuthorizationBroker.shared : ComputerUse.LockScreenLoginAuthorizationBroker
lock-screen	D2	0010000000d14570	s	OBJC_IVAR_$__TtC18Codex_Computer_Use27CUALockScreenGuardianClient.bundle	OBJC_IVAR_$_Codex_Computer_Use.CUALockScreenGuardianClient with unmangled suffix ".bundle"
lock-screen	D2	0010000000d14578	s	OBJC_IVAR_$__TtC18Codex_Computer_Use27CUALockScreenGuardianClient.outboundCommandQueue	OBJC_IVAR_$_Codex_Computer_Use.CUALockScreenGuardianClient with unmangled suffix ".outboundCommandQueue"
lock-screen	D2	0010000000d14580	s	OBJC_IVAR_$__TtC18Codex_Computer_Use27CUALockScreenGuardianClient.callbackReceiver	OBJC_IVAR_$_Codex_Computer_Use.CUALockScreenGuardianClient with unmangled suffix ".callbackReceiver"
lock-screen	D2	0010000000d14588	s	OBJC_IVAR_$__TtC18Codex_Computer_Use27CUALockScreenGuardianClient.physicalInputHandler	OBJC_IVAR_$_Codex_Computer_Use.CUALockScreenGuardianClient with unmangled suffix ".physicalInputHandler"
lock-screen	D2	0010000000d14590	s	OBJC_IVAR_$__TtC18Codex_Computer_Use27CUALockScreenGuardianClient.connectionLossHandler	OBJC_IVAR_$_Codex_Computer_Use.CUALockScreenGuardianClient with unmangled suffix ".connectionLossHandler"
lock-screen	D2	0010000000d14598	s	OBJC_IVAR_$__TtC18Codex_Computer_Use27CUALockScreenGuardianClient.activeUnlockTask	OBJC_IVAR_$_Codex_Computer_Use.CUALockScreenGuardianClient with unmangled suffix ".activeUnlockTask"
lock-screen	D2	0010000000d145a0	s	OBJC_IVAR_$__TtC18Codex_Computer_Use27CUALockScreenGuardianClient.connection	OBJC_IVAR_$_Codex_Computer_Use.CUALockScreenGuardianClient with unmangled suffix ".connection"
lock-screen	D2	0010000000d1f7f0	s	OBJC_IVAR_$__TtC11ComputerUse31LockScreenAutoUnlockCoordinator.isAutoUnlockEnabled	OBJC_IVAR_$_ComputerUse.LockScreenAutoUnlockCoordinator with unmangled suffix ".isAutoUnlockEnabled"
lock-screen	D2	0010000000d1f7f8	s	OBJC_IVAR_$__TtC11ComputerUse31LockScreenAutoUnlockCoordinator.lockScreenController	OBJC_IVAR_$_ComputerUse.LockScreenAutoUnlockCoordinator with unmangled suffix ".lockScreenController"
lock-screen	D2	0010000000d1f800	s	OBJC_IVAR_$__TtC11ComputerUse31LockScreenAutoUnlockCoordinator.lockScreenMonitor	OBJC_IVAR_$_ComputerUse.LockScreenAutoUnlockCoordinator with unmangled suffix ".lockScreenMonitor"
lock-screen	D2	0010000000d1f808	s	OBJC_IVAR_$__TtC11ComputerUse31LockScreenAutoUnlockCoordinator.lockScreenGuardian	OBJC_IVAR_$_ComputerUse.LockScreenAutoUnlockCoordinator with unmangled suffix ".lockScreenGuardian"
lock-screen	D2	0010000000d1f810	s	OBJC_IVAR_$__TtC11ComputerUse31LockScreenAutoUnlockCoordinator.maxAttemptsPerLockedEpisode	OBJC_IVAR_$_ComputerUse.LockScreenAutoUnlockCoordinator with unmangled suffix ".maxAttemptsPerLockedEpisode"
lock-screen	D2	0010000000d1f818	s	OBJC_IVAR_$__TtC11ComputerUse31LockScreenAutoUnlockCoordinator.activeThreadIDs	OBJC_IVAR_$_ComputerUse.LockScreenAutoUnlockCoordinator with unmangled suffix ".activeThreadIDs"
lock-screen	D2	0010000000d1f820	s	OBJC_IVAR_$__TtC11ComputerUse31LockScreenAutoUnlockCoordinator.autoUnlockedThreadIDs	OBJC_IVAR_$_ComputerUse.LockScreenAutoUnlockCoordinator with unmangled suffix ".autoUnlockedThreadIDs"
lock-screen	D2	0010000000d1f828	s	OBJC_IVAR_$__TtC11ComputerUse31LockScreenAutoUnlockCoordinator.attemptsInCurrentLockedEpisode	OBJC_IVAR_$_ComputerUse.LockScreenAutoUnlockCoordinator with unmangled suffix ".attemptsInCurrentLockedEpisode"
lock-screen	D2	0010000000d1f830	s	OBJC_IVAR_$__TtC11ComputerUse31LockScreenAutoUnlockCoordinator.suppressionState	OBJC_IVAR_$_ComputerUse.LockScreenAutoUnlockCoordinator with unmangled suffix ".suppressionState"
lock-screen	D2	0010000000d1f838	s	OBJC_IVAR_$__TtC11ComputerUse31LockScreenAutoUnlockCoordinator.proactiveUnlockTask	OBJC_IVAR_$_ComputerUse.LockScreenAutoUnlockCoordinator with unmangled suffix ".proactiveUnlockTask"
lock-screen	D2	0010000000d1f988	s	OBJC_IVAR_$__TtC11ComputerUse29LockScreenGuardianCoordinator.lockScreenController	OBJC_IVAR_$_ComputerUse.LockScreenGuardianCoordinator with unmangled suffix ".lockScreenController"
lock-screen	D2	0010000000d1f990	s	OBJC_IVAR_$__TtC11ComputerUse29LockScreenGuardianCoordinator.lockScreenMonitor	OBJC_IVAR_$_ComputerUse.LockScreenGuardianCoordinator with unmangled suffix ".lockScreenMonitor"
lock-screen	D2	0010000000d1f998	s	OBJC_IVAR_$__TtC11ComputerUse29LockScreenGuardianCoordinator.overlayAssertionManager	OBJC_IVAR_$_ComputerUse.LockScreenGuardianCoordinator with unmangled suffix ".overlayAssertionManager"
lock-screen	D2	0010000000d1f9a0	s	OBJC_IVAR_$__TtC11ComputerUse29LockScreenGuardianCoordinator.physicalInputMonitor	OBJC_IVAR_$_ComputerUse.LockScreenGuardianCoordinator with unmangled suffix ".physicalInputMonitor"
lock-screen	D2	0010000000d1f9a8	s	OBJC_IVAR_$__TtC11ComputerUse29LockScreenGuardianCoordinator.physicalInputHandler	OBJC_IVAR_$_ComputerUse.LockScreenGuardianCoordinator with unmangled suffix ".physicalInputHandler"
lock-screen	D2	0010000000d1f9b0	s	OBJC_IVAR_$__TtC11ComputerUse29LockScreenGuardianCoordinator.pendingUnlockPhysicalInputHandler	OBJC_IVAR_$_ComputerUse.LockScreenGuardianCoordinator with unmangled suffix ".pendingUnlockPhysicalInputHandler"
lock-screen	D2	0010000000d1f9b8	s	OBJC_IVAR_$__TtC11ComputerUse29LockScreenGuardianCoordinator.pendingUnlockThreadIDs	OBJC_IVAR_$_ComputerUse.LockScreenGuardianCoordinator with unmangled suffix ".pendingUnlockThreadIDs"
lock-screen	D2	0010000000d1f9c0	s	OBJC_IVAR_$__TtC11ComputerUse29LockScreenGuardianCoordinator.autoUnlockedThreadIDs	OBJC_IVAR_$_ComputerUse.LockScreenGuardianCoordinator with unmangled suffix ".autoUnlockedThreadIDs"
