category	evidence	address	type	mangled	demangled
pip	D2	0010000000d150a0	s	OBJC_IVAR_$__TtC18Codex_Computer_Use35CUAServiceRemoteHostedPIPController.streamsByWindowID	OBJC_IVAR_$_Codex_Computer_Use.CUAServiceRemoteHostedPIPController with unmangled suffix ".streamsByWindowID"
pip	D2	0010000000d150a8	s	OBJC_IVAR_$__TtC18Codex_Computer_Use35CUAServiceRemoteHostedPIPController.observers	OBJC_IVAR_$_Codex_Computer_Use.CUAServiceRemoteHostedPIPController with unmangled suffix ".observers"
pip	D2	0010000000d150b0	s	OBJC_IVAR_$__TtC18Codex_Computer_Use35CUAServiceRemoteHostedPIPController.isStarted	OBJC_IVAR_$_Codex_Computer_Use.CUAServiceRemoteHostedPIPController with unmangled suffix ".isStarted"
pip	D2	0010000000d1fd10	s	OBJC_IVAR_$__TtC11ComputerUse35RemoteHostedPIPCheckerboardRenderer.stripe	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPCheckerboardRenderer with unmangled suffix ".stripe"
pip	D2	0010000000d1fe38	s	OBJC_IVAR_$__TtC11ComputerUse30RemoteHostedPIPContentProducer.rootLayer	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentProducer with unmangled suffix ".rootLayer"
pip	D2	0010000000d1fe40	s	OBJC_IVAR_$__TtC11ComputerUse30RemoteHostedPIPContentProducer.context	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentProducer with unmangled suffix ".context"
pip	D2	0010000000d1fe70	s	OBJC_IVAR_$__TtC11ComputerUse27RemoteHostedPIPContentFence.port	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentFence with unmangled suffix ".port"
pip	D2	0010000000d20268	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.presentationID	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".presentationID"
pip	D2	0010000000d20270	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.threadID	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".threadID"
pip	D2	0010000000d20278	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.turnID	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".turnID"
pip	D2	0010000000d20280	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.source	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".source"
pip	D2	0010000000d20288	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.actionHandler	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".actionHandler"
pip	D2	0010000000d20290	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.isPublished	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".isPublished"
pip	D2	0010000000d20298	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.isInvalidated	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".isInvalidated"
pip	D2	0010000000d202a0	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.publisher	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".publisher"
pip	D2	0010000000d202a8	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.producer	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".producer"
pip	D2	0010000000d202b0	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.renderer	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".renderer"
pip	D2	0010000000d202b8	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.maxDisplaySize	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".maxDisplaySize"
pip	D2	0010000000d202c0	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.size	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".size"
pip	D2	0010000000d202c8	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.contentRevision	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".contentRevision"
pip	D2	0010000000d202d0	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.nextOperationID	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".nextOperationID"
pip	D2	0010000000d202d8	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.focusRestoreTarget	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".focusRestoreTarget"
pip	D2	0010000000d202e0	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPContentStream.endStreamTimeoutTask	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentStream with unmangled suffix ".endStreamTimeoutTask"
pip	D2	0010000000d20450	s	OBJC_IVAR_$__TtC11ComputerUse37RemoteHostedPIPWindowGeometryObserver.windowObserver	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowGeometryObserver with unmangled suffix ".windowObserver"
pip	D2	0010000000d20458	s	OBJC_IVAR_$__TtC11ComputerUse37RemoteHostedPIPWindowGeometryObserver.axObserver	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowGeometryObserver with unmangled suffix ".axObserver"
pip	D2	0010000000d20540	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.windowID	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".windowID"
pip	D2	0010000000d20548	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.onSourceResizeChanged	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".onSourceResizeChanged"
pip	D2	0010000000d20550	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.onSourceResizeSettled	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".onSourceResizeSettled"
pip	D2	0010000000d20558	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.onSourceUnavailable	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".onSourceUnavailable"
pip	D2	0010000000d20560	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.displayLayer	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".displayLayer"
pip	D2	0010000000d20568	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.cursorDisplayLayer	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".cursorDisplayLayer"
pip	D2	0010000000d20570	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.captureStream	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".captureStream"
pip	D2	0010000000d20578	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.cursorCaptureStream	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".cursorCaptureStream"
pip	D2	0010000000d20580	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.currentSourceSize	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".currentSourceSize"
pip	D2	0010000000d20588	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.currentTargetBounds	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".currentTargetBounds"
pip	D2	0010000000d20590	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.currentPresentationSize	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".currentPresentationSize"
pip	D2	0010000000d20598	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.currentCursorCaptureKey	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".currentCursorCaptureKey"
pip	D2	0010000000d205a0	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.currentCursorLayerGeometry	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".currentCursorLayerGeometry"
pip	D2	0010000000d205a8	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.cursorObserver	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".cursorObserver"
pip	D2	0010000000d205b0	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.geometryObserver	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".geometryObserver"
pip	D2	0010000000d205b8	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.geometryUpdateTask	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".geometryUpdateTask"
pip	D2	0010000000d205c0	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.maxDisplaySize	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".maxDisplaySize"
pip	D2	0010000000fab028	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPCaptureStream.sampleBufferHandler	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPCaptureStream with unmangled suffix ".sampleBufferHandler"
pip	D2	0010000000fab030	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPCaptureStream.errorHandler	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPCaptureStream with unmangled suffix ".errorHandler"
pip	D2	0010000000fab038	s	OBJC_IVAR_$__TtC11ComputerUse28RemoteHostedPIPCaptureStream.stream	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPCaptureStream with unmangled suffix ".stream"
pip	D2	0010000000fab380	s	OBJC_IVAR_$__TtC11ComputerUse31RemoteHostedPIPContentPublisher.listener	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentPublisher with unmangled suffix ".listener"
pip	D2	0010000000fab388	s	OBJC_IVAR_$__TtC11ComputerUse31RemoteHostedPIPContentPublisher.operationQueue	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentPublisher with unmangled suffix ".operationQueue"
pip	D2	0010000000fab390	s	OBJC_IVAR_$__TtC11ComputerUse31RemoteHostedPIPContentPublisher.connection	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentPublisher with unmangled suffix ".connection"
pip	D2	0010000000fab398	s	OBJC_IVAR_$__TtC11ComputerUse31RemoteHostedPIPContentPublisher.computerUseCursorLocation	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentPublisher with unmangled suffix ".computerUseCursorLocation"
pip	D2	0010000000fab3a0	s	OBJC_IVAR_$__TtC11ComputerUse31RemoteHostedPIPContentPublisher.endpointTask	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentPublisher with unmangled suffix ".endpointTask"
pip	D2	0010000000fab3a8	s	OBJC_IVAR_$__TtC11ComputerUse31RemoteHostedPIPContentPublisher.streamsByPresentationID	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentPublisher with unmangled suffix ".streamsByPresentationID"
pip	D2	0010000000fab3b0	s	OBJC_IVAR_$__TtC11ComputerUse31RemoteHostedPIPContentPublisher.endingStreamsByPresentationID	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentPublisher with unmangled suffix ".endingStreamsByPresentationID"
pip	D2	0010000000fab3b8	s	OBJC_IVAR_$__TtC11ComputerUse31RemoteHostedPIPContentPublisher.maxDisplaySize	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPContentPublisher with unmangled suffix ".maxDisplaySize"
pip	D2	0010000000fab688	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.samplePresentationSizeContinuation	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".samplePresentationSizeContinuation"
pip	D2	0010000000fab690	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.samplePresentationSizeTimeoutTask	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".samplePresentationSizeTimeoutTask"
pip	D2	0010000000fab698	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.geometryUpdateGeneration	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".geometryUpdateGeneration"
pip	D2	0010000000fab6a0	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.captureStreamGeneration	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".captureStreamGeneration"
pip	D2	0010000000fab6a8	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.cursorCaptureGeneration	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".cursorCaptureGeneration"
pip	D2	0010000000fab6b0	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.latestSamplePresentationAspect	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".latestSamplePresentationAspect"
pip	D2	0010000000fab6b8	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.latestSamplePresentationSizeGeneration	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".latestSamplePresentationSizeGeneration"
pip	D2	0010000000fab6c0	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.isFrameDeliverySuspended	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".isFrameDeliverySuspended"
pip	D2	0010000000fab6c8	s	OBJC_IVAR_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer.isSourceUnavailable	OBJC_IVAR_$_ComputerUse.RemoteHostedPIPWindowRenderer with unmangled suffix ".isSourceUnavailable"
screenshot	D2	000000010000d240	T	$s11ComputerUse15SystemSelectionV26screenshotNeededForContextSbvpfi	variable initialization expression of ComputerUse.SystemSelection.screenshotNeededForContext : Swift.Bool
screenshot	D2	000000010004f71c	T	$s11ComputerUse0aB17SkyshotAttachmentV10screenshot8SlimCore14ScreenshotFileVSgvpfi	variable initialization expression of ComputerUse.ComputerUseSkyshotAttachment.screenshot : SlimCore.ScreenshotFile?
screenshot	D1	00000001000a2cd4	T	$s11ComputerUse0aB17SkyshotAttachmentV4text10screenshot0F16NeededForContext29accessibilityInspectorPayloadACSS_8SlimCore14ScreenshotFileVSgSb20AccessibilitySupport019UIElementRenderTreekL0VSgtcfC	ComputerUse.ComputerUseSkyshotAttachment.init(text: Swift.String, screenshot: SlimCore.ScreenshotFile?, screenshotNeededForContext: Swift.Bool, accessibilityInspectorPayload: AccessibilitySupport.UIElementRenderTreeInspectorPayload?) -> ComputerUse.ComputerUseSkyshotAttachment
screenshot	D1	00000001001b7cec	T	$s11ComputerUse16SkyshotOperationV17captureScreenshot9imageSizeSo10CGImageRefaSo6CGSizeVSg_tYaKF	ComputerUse.SkyshotOperation.captureScreenshot(imageSize: __C.CGSize?) async throws -> __C.CGImageRef
screenshot	D1	00000001001b80f4	T	$s11ComputerUse15SystemSelectionV21writeScreenshotToFile_3for8encoding8SlimCore0fH0VSo10CGImageRefa_20AccessibilitySupport23FocusedUIElementContextVAG0F8EncodingOtKFZ	static ComputerUse.SystemSelection.writeScreenshotToFile(_: __C.CGImageRef, for: AccessibilitySupport.FocusedUIElementContext, encoding: SlimCore.ScreenshotEncoding) throws -> SlimCore.ScreenshotFile
sender-auth	D2	00000001000066c0	T	$s11ComputerUse0aB16IPCSenderContextV10clientTypeAC06ClientF0OSgvpfi	variable initialization expression of ComputerUse.ComputerUseIPCSenderContext.clientType : ComputerUse.ComputerUseIPCSenderContext.ClientType?
sender-auth	D2	000000010004f98c	T	$s11ComputerUse0aB16IPCSenderContextV14parentIdentityAA0abC13AuthorizationV07ProcessF0VSgvpfi	variable initialization expression of ComputerUse.ComputerUseIPCSenderContext.parentIdentity : ComputerUse.ComputerUseIPCSenderAuthorization.ProcessIdentity?
sender-auth	D2	000000010004f9a4	T	$s11ComputerUse0aB16IPCSenderContextV10mcpRuntime0aB6Client0aB10MCPRuntimeOSgvpfi	variable initialization expression of ComputerUse.ComputerUseIPCSenderContext.mcpRuntime : ComputerUseClient.ComputerUseMCPRuntime?
sender-auth	D2	0000000100052654	T	$s11ComputerUse0aB16IPCSenderContextV19responsibleIdentityAA0abC13AuthorizationV07ProcessF0VSgvpfi	variable initialization expression of ComputerUse.ComputerUseIPCSenderContext.responsibleIdentity : ComputerUse.ComputerUseIPCSenderAuthorization.ProcessIdentity?
session-binding	D2	0000000100fa0638	d	OBJC_METACLASS_$__TtC18Codex_Computer_Use30CodexComputerUseSessionTracker	OBJC_METACLASS_$_Codex_Computer_Use.CodexComputerUseSessionTracker
session-binding	D2	0000000100fa0678	d	OBJC_CLASS_$__TtC18Codex_Computer_Use30CodexComputerUseSessionTracker	OBJC_CLASS_$_Codex_Computer_Use.CodexComputerUseSessionTracker
session-binding	D2	0010000000d144e0	s	OBJC_IVAR_$__TtC18Codex_Computer_Use30CodexComputerUseSessionTracker.targetIdentifiersByConversationID	OBJC_IVAR_$_Codex_Computer_Use.CodexComputerUseSessionTracker with unmangled suffix ".targetIdentifiersByConversationID"
settle	D2	000000010000d240	T	$s11ComputerUse0aB13AppControllerC26needsUISettleBeforeSkyshot33_227D423D33BF05902090F41EA12C551CLLSbvpfi	variable initialization expression of ComputerUse.ComputerUseAppController.(needsUISettleBeforeSkyshot in _227D423D33BF05902090F41EA12C551C) : Swift.Bool
settle	D1	0000000100071748	T	$s11ComputerUse0aB13AppControllerC29updateSkyshotSettlingIfNeeded16disableAXDiffingAC0F7CaptureVSb_tYaKF	ComputerUse.ComputerUseAppController.updateSkyshotSettlingIfNeeded(disableAXDiffing: Swift.Bool) async throws -> ComputerUse.ComputerUseAppController.SkyshotCapture
settle	D1	000000010064a280	T	$s20AccessibilitySupport20ApplicationUIElementV17waitForUIToSettle5delay17notificationDelay21includingScrollEventsAA011TransformedD0V9TreeCacheVSgSdSg_SdSbtYaKF	AccessibilitySupport.ApplicationUIElement.waitForUIToSettle(delay: Swift.Double?, notificationDelay: Swift.Double, includingScrollEvents: Swift.Bool) async throws -> AccessibilitySupport.TransformedUIElement.TreeCache?
settle	D2	0010000000d185a8	s	OBJC_IVAR_$__TtC11ComputerUse24ComputerUseAppController.needsUISettleBeforeSkyshot	OBJC_IVAR_$_ComputerUse.ComputerUseAppController with unmangled suffix ".needsUISettleBeforeSkyshot"
url-policy	D2	0000000100fa7428	d	OBJC_METACLASS_$__TtC11ComputerUse28ComputerUseURLBlocklistCache	OBJC_METACLASS_$_ComputerUse.ComputerUseURLBlocklistCache
url-policy	D2	0000000100fa7468	d	OBJC_CLASS_$__TtC11ComputerUse28ComputerUseURLBlocklistCache	OBJC_CLASS_$_ComputerUse.ComputerUseURLBlocklistCache
url-policy	D2	0000000100fa87e0	d	OBJC_METACLASS_$__TtC11ComputerUse32EventStreamURLPolicyRecordFilter	OBJC_METACLASS_$_ComputerUse.EventStreamURLPolicyRecordFilter
url-policy	D2	0000000100fa8820	d	OBJC_CLASS_$__TtC11ComputerUse32EventStreamURLPolicyRecordFilter	OBJC_CLASS_$_ComputerUse.EventStreamURLPolicyRecordFilter
url-policy	D2	0010000000d193a0	s	OBJC_IVAR_$__TtC11ComputerUse28ComputerUseURLBlocklistCache.ttl	OBJC_IVAR_$_ComputerUse.ComputerUseURLBlocklistCache with unmangled suffix ".ttl"
url-policy	D2	0010000000d193a8	s	OBJC_IVAR_$__TtC11ComputerUse28ComputerUseURLBlocklistCache.now	OBJC_IVAR_$_ComputerUse.ComputerUseURLBlocklistCache with unmangled suffix ".now"
url-policy	D2	0010000000d193b0	s	OBJC_IVAR_$__TtC11ComputerUse28ComputerUseURLBlocklistCache.entries	OBJC_IVAR_$_ComputerUse.ComputerUseURLBlocklistCache with unmangled suffix ".entries"
url-policy	D2	0010000000d1bf78	s	OBJC_IVAR_$__TtC11ComputerUse32EventStreamURLPolicyRecordFilter.isURLBlocked	OBJC_IVAR_$_ComputerUse.EventStreamURLPolicyRecordFilter with unmangled suffix ".isURLBlocked"
url-policy	D2	0010000000d1bf80	s	OBJC_IVAR_$__TtC11ComputerUse32EventStreamURLPolicyRecordFilter.isWebBrowser	OBJC_IVAR_$_ComputerUse.EventStreamURLPolicyRecordFilter with unmangled suffix ".isWebBrowser"
